,AAPL,MSFT,AMZN,GOOGL,GOOG,BRK-B,NVDA,TSLA,META,UNH,JNJ,JPM,V,PG,XOM,HD,CVX,MRK,PEP,KO,ABBV,ADBE,WMT,TMO,CSCO,ACN,DHR,MCD,BMY,CRM,NFLX,LIN,TXN,INTC,HON,AMD,PM,NEE,UNP,WFC,VZ,MS,RTX,GS,AMGN,IBM,QCOM,CAT,AXP,CVS,SCHW,COP,LOW,SPGI,BA,LMT,DE,INTU,GE,MDT,AMT,NOW,ISRG,BKNG,GILD,PLD,SYK,T,ADI,BLK,PYPL,MO,MMC,ZTS,TGT,C,ADP,CI,DUK,SO,CSX,BDX,PNC,USB,VRTX,MU,CB,CL,REGN,SHW,ELV,MDLZ,EQIX,APD,GM,ETN
CSCO,0.5386080874457304,0.5285364703798298,0.5201762052112561,0.38907810097361584,0.3955847854704963,0.41808314334491264,0.5716095377276161,0.367051584853455,0.5053796347485564,-0.014447859445128044,0.024426192654591155,0.596562676240664,0.5564201479521943,0.16630102403420682,0.3270975407983668,0.38628592296810743,0.4112727492496176,0.16123457959465715,0.15339998471324887,0.12660941733314443,0.2055740390972217,0.3657590699825805,0.4315432336849358,0.3444922194096238,1.0,0.4374680664876039,0.35928496706017604,0.1485163096988829,0.17910665418056043,0.41837171586883953,0.40267951899084586,0.5470923501307539,0.4908121638523735,0.2876372062138362,0.5200691786156296,0.480443140801526,0.06418972095329276,0.09787914565491125,0.5040024942825135,0.5333556838985706,0.09378270923426688,0.6612572616265487,0.3750314529077265,0.6438482490606708,0.20965638856109,0.44978249777559587,0.5212014678636853,0.5885664324376954,0.6759148415425326,0.12260964404433937,0.47411476587834467,0.3715982737826133,0.3854935955907974,0.4969432827669999,0.42775350442922666,0.17429702274630965,0.43373525269740326,0.39929811536234283,0.5660253447915489,0.3486464052097249,-0.03818426817969004,0.4387934771978117,0.4875893103507764,0.5487454749438561,0.2833235274474666,0.4595252682339342,0.48858692828582156,0.09836568882702432,0.597786204295204,0.6009678105025241,0.45186361206119025,0.023547941982758003,0.3746790555072031,0.31932041145518886,0.3073855152811263,0.6228203544776736,0.5587373990889569,0.04546149127620433,0.04600490845179186,0.06744743588768458,0.45642000527891075,0.24778821139043686,0.5879425778773322,0.6147899148230305,0.19370000132722512,0.5332424086322892,0.2796957623924911,0.06842420101778696,0.23140096026289125,0.43693845645307366,0.07609594787238536,0.07993593795140644,0.39931557374996,0.5503429576993427,0.2880113148180071,0.6443951079259407
ACN,0.40587930521995036,0.3427755051018705,0.45155987216262367,0.2933678623760277,0.2909506459053188,0.3570417970553584,0.2372927394919688,0.29704022516254824,0.38070565798224665,0.10227324500773605,0.1595872165463206,0.40431065265968613,0.5396409397202624,0.23814450300617035,0.1942209980613644,0.3206021632977157,0.21795271355975537,0.18241361836890754,0.1996531717325323,0.102749495933838,0.15011723629619206,0.42574459752390104,0.3382398314608518,0.35662318820387956,0.4374680664876039,1.0,0.3493620302818122,0.2227876868531087,0.21895106845380233,0.523812990647153,0.29991825333520616,0.44834631950914317,0.397493355560876,0.2546550083660073,0.4933585614907569,0.2801878960454933,-0.042580706272664304,0.07604958944724878,0.45977079909429863,0.37891526844494516,0.12931971504714038,0.41138028482128947,0.26467945201897414,0.4282919073686551,0.28492836129553833,0.4767017865863455,0.426774431921825,0.40889123908407976,0.49812673611746794,0.08338245370325821,0.3162750178916787,0.2582515370622611,0.3324442818149247,0.4470996088084948,0.29019647260290266,0.06733512745130572,0.3405928553212405,0.32020545401656814,0.3473138189934108,0.28521693172347345,0.011686170241548253,0.4628198319309163,0.43396530079594875,0.36937495486515215,0.2611245541182499,0.3718751664076485,0.4908410608235098,0.07579420099553874,0.460415899349836,0.43929374297033075,0.4632935062012052,-0.025052298029495865,0.34541634668700494,0.3366668352181134,0.2636207153555245,0.40148736544077746,0.5207372728003469,0.07090250796184273,0.0403091223530923,0.09489565802886235,0.38936443211162886,0.2818727230898685,0.4633634971125987,0.46052897643670937,0.20886013208660684,0.18562282936135638,0.2895423882730917,0.18152516722148915,0.2479274417599602,0.39264524598919737,0.11510520768639344,0.12413916704227636,0.3515407352580628,0.4743888875636564,0.24629010655943476,0.3323062646738912
DHR,0.4427027229359733,0.3071091808115924,0.3717920143949111,0.2562826129647733,0.25852925964720325,0.3697905625621642,0.2888783070528153,0.27141493922343746,0.29364106245276383,0.15739826446293956,0.31168196977336143,0.35695637259502255,0.40953717269239104,0.2243980257476867,0.3331710376642678,0.40378240212638816,0.38238888156780443,0.5175507020220411,0.3682408936364772,0.18995811737191792,0.4603879799214096,0.2833668120362431,0.2199940240678955,0.8134223019313978,0.35928496706017604,0.3493620302818122,1.0,0.19718084309819464,0.4024600410306819,0.29908875113308037,0.1463346150805517,0.4285323778125315,0.35416061181020625,0.3267485638006316,0.4318465650512386,0.30793554534239403,0.005111489217750676,0.19384260745586476,0.4123822641001883,0.3017217200652924,0.19745402361748873,0.3759488394717814,0.26539024652079957,0.4051867424459347,0.507598567118631,0.24395813424514706,0.4777073467364208,0.4749089477747421,0.47521434326961276,0.19555295615220003,0.2723958322603496,0.4082300036968571,0.40956969614611644,0.4514717392206141,0.353912395483026,0.21247291572563154,0.35492281850816265,0.2973904402760735,0.3286557377012647,0.44430580330700165,0.1394536672392812,0.2937400734100531,0.4014732472167608,0.27065116449881904,0.31351526710108296,0.49632282540064593,0.49670950889568466,0.081214526104402,0.4506525575881579,0.4876946943456973,0.29677741619163617,0.03793233668475221,0.32219086280278714,0.4924922111688423,0.3453960624631661,0.35266145910671776,0.3148029027748938,0.1849948249515691,0.07116366981557902,0.13792483892970486,0.3426565937034752,0.47601869421556825,0.42547980035578464,0.46185552783776196,0.24266699018667137,0.41001692323852973,0.2339464192843467,0.13587886741504554,0.3829820366071558,0.4934788027069208,0.2518091583033926,0.24163137270763588,0.2632385848556559,0.5161780773286495,0.33329880399274225,0.30704249802895517
MCD,0.2602388792301318,0.03735019489643148,0.10300566366042294,0.04359862135782887,0.045734675090400814,0.3336236678608283,-0.055472395780047624,0.04853367809267243,0.0316655259890168,0.1286419266596164,0.30678768600907774,0.13122844484158774,0.3595638526977953,0.45003641143026385,0.15991779517479843,0.30491372894559476,0.16972910915326153,0.22759893872450684,0.44318002880208035,0.4927999839954013,0.22433856439086225,0.19254559232480317,0.2888393665874174,0.1582327234425035,0.1485163096988829,0.2227876868531087,0.19718084309819464,1.0,0.20336248519654682,0.0876015230966949,0.12323298823511172,0.34769278314732704,0.10304122443075771,0.04478199657557813,0.28212966988600247,-0.02152799186185385,0.3435350827897379,0.2968713138080414,0.278851368721937,0.07799217331896481,0.3727288394467731,0.08619471826766582,0.09853181091242946,0.1008577828973238,0.2863609406593352,0.22718488555612812,0.19167566214190226,0.13168573818946977,0.1281049565224388,0.1352211258792066,0.1653736806230759,0.06546513637578336,0.3215386725232534,0.25972617206728066,0.0818076343932244,0.22942929770376114,0.1804798557731234,0.12317822201020782,0.14104455424688392,0.261900249462428,0.3339283805949605,0.0727905787482014,0.14658561831378844,0.19896155646724675,0.22910059371250327,0.19201847946735223,0.280637262527015,0.33243670322286045,0.09480687788940483,0.23992073443568665,0.16256743340062343,0.346740712000114,0.3949104426570149,0.342535008686843,0.10653595110009638,0.11875559637862537,0.3876022348523607,0.3212597364399691,0.3789802943741857,0.43432911509122124,0.1763706451867725,0.23225593326233254,0.16431732793465864,0.1761080677909262,0.243912045929883,-0.02238503696471881,0.45128656656495747,0.4680612063127746,0.19281814548372875,0.2766071831977468,0.26191346048186803,0.364701729215408,0.17458962614317086,0.26088467566711626,0.12018931450998331,-0.016718398868922905
BMY,0.12496219722744845,-0.07066878574870648,-0.03460261045600588,0.0007991850851013142,0.005745077183025758,0.25520371139600256,-0.10511253628560939,0.0486087990203702,-0.04992686198309926,0.13195482767209027,0.4218463241662105,0.09954837728205052,0.31892901595325485,0.3265598836860004,0.21281272987019317,0.26973589254393965,0.233092917057693,0.5434238268122294,0.4355195681642579,0.24780238825946047,0.36445035585246216,0.08942717828514207,0.09775020289912949,0.4606026138295822,0.17910665418056043,0.21895106845380233,0.4024600410306819,0.20336248519654682,1.0,0.1308366393813045,-0.02808509412581168,0.22597389930456127,0.16900514511815626,0.09291742234679379,0.33478606585641935,0.029459906945459472,0.027796763440727953,0.24368165571756395,0.2793745821079347,0.11248716853956735,0.27846956538567125,0.13803089390722614,0.1280385821356564,0.11838227369499016,0.5232077316421939,0.18558611637788644,0.19944088561654913,0.1889946820469704,0.207256394017559,0.12851920320063712,0.09929410574692564,0.2913531368480593,0.3313558771337299,0.209982917769804,0.05696253465141435,0.1393868435430487,0.1657048848049873,0.021566698606845364,0.09076754347183903,0.3003115814941802,0.21245499813469576,0.048466125250173846,0.07704693782386136,0.1540711214068491,0.45340503421225764,0.2674495708290822,0.23432040407615723,0.19996427952519852,0.15577013289931435,0.1983602227852606,0.23344759926600925,0.23068939855895804,0.2591754773572194,0.42877081493113517,0.2983087039006474,0.1528840538419212,0.21493129099840408,0.3450926346591713,0.22782138736133684,0.3425767951161135,0.21427549119793798,0.3817826568727988,0.2742905918481655,0.23489014035431902,0.23412994331918346,0.07186419054043104,0.3313644502204175,0.27002515360817075,0.3471805613780845,0.3359930959281447,0.2065862194994176,0.33977434909168724,0.13789924603668277,0.3360648122990406,0.21427317945613608,0.002717232951059953
CRM,0.452302656284357,0.4810285125346346,0.5383657176890336,0.3822348639252487,0.3861699016924029,0.33975713409822267,0.41896942609471804,0.4267960515921305,0.48143276728979395,0.16112664976885221,-0.06197212899361347,0.4143905150792222,0.44970192453825314,0.07228388759553085,0.1535417654923103,0.37081993590461587,0.2207036524137749,0.0729097698766276,0.042873963180219084,-0.05648082477627957,-5.685558493633299e-05,0.5520611575784874,0.318879473143699,0.25647536445448615,0.41837171586883953,0.523812990647153,0.29908875113308037,0.0876015230966949,0.1308366393813045,1.0,0.3962694913792366,0.3473077707365889,0.3933397895281717,0.25857394382075133,0.43441825149551544,0.3771016688161478,-0.05134532780318203,0.02609635498213538,0.37984165437044504,0.42195740782012064,-0.07148175600234417,0.5149084587011635,0.243482087015838,0.5112065553350242,0.17934879043016155,0.259316230802026,0.46487939405228945,0.43267327063005834,0.5511439328682874,0.10242150250368726,0.383794167954101,0.2378620893074603,0.3374159749523184,0.43448658784254524,0.3575665035991928,0.04759859782168661,0.3352006329870113,0.5059931738615725,0.38395147214473346,0.2554269004017006,-0.08588082776059208,0.7484120806180801,0.5079607126645613,0.5028929409739314,0.17230976364881057,0.3161606515742395,0.4591036966018842,0.0454597062253507,0.4551877070247469,0.48041670599618896,0.5561475054033757,-0.08544518823509734,0.29393523217105455,0.21122038713247937,0.2351687931636932,0.4440600816846993,0.43381293055741504,0.09623368566918725,-0.10834834331679799,-0.08857934211170408,0.3717750839392859,0.2526700657422437,0.46292647553270616,0.45572160783519083,0.17560144309401743,0.3808064642657749,0.13475704992521104,0.009582036864963627,0.1706363868126732,0.3790329680201257,0.1278386941778448,-0.048966517152514995,0.3275371349796445,0.3755011732173804,0.2814276422039011,0.45181423255029945
NFLX,0.33978818715238157,0.4561784344574116,0.4271672668805325,0.3125284986925009,0.32170209367172675,0.2502076317714046,0.4502167589736904,0.32928705549187964,0.4354682081545478,-0.03713821352076486,-0.09806202676198167,0.3588818598531617,0.376761578225371,0.035687621357239255,0.11116455925646762,0.1353268689983087,0.10520024856844326,-0.09519083337281203,-0.022533109090418495,0.06608763186212734,0.013637514278496363,0.3346411376628782,0.3650123527585961,0.03226335937031367,0.40267951899084586,0.29991825333520616,0.1463346150805517,0.12323298823511172,-0.02808509412581168,0.3962694913792366,1.0,0.29184957112555704,0.28511489980260657,0.15936904402258006,0.25280878664908163,0.35551598322118755,0.1725591248841317,0.012599813893947159,0.12018465850161099,0.3363712957184693,-0.05946736787275176,0.4319287846091663,0.14943020188569586,0.44367778836151284,0.00581787976774532,0.22265453189840856,0.349239439061813,0.2440489915557755,0.3639598386494618,0.04490230240361497,0.3517382779097176,0.18112888259037752,0.05390059964294887,0.3795030804945113,0.3363916341307799,0.05627686447563946,0.13805383595928267,0.3830810059092063,0.4645515320987882,0.1642261694206067,-0.0393537524454836,0.516335303726145,0.5847196975084535,0.4612929151944659,0.07855095969981395,0.1012652453179024,0.322522437311478,0.1101253344923363,0.3864222076402845,0.38195190499487625,0.3188174596964165,0.028340747661521073,0.12694792399866148,0.08748623018483348,0.05699994837451521,0.3822183319504481,0.3404164937068305,-0.04375897357180654,-0.049797893527565674,-0.09060009827943655,0.189363720563934,0.032738676478586505,0.24043562967432947,0.22342853534752402,0.06868555720293376,0.27907855667269094,0.12666183897710034,-0.06633534528790282,0.008451621917235806,0.16878861631967998,-0.024475997730578607,-0.08049337380504407,0.3217885521639365,0.20734495258798172,0.1521204056647181,0.4187592160477904
LIN,0.4986006752487797,0.3839411250664483,0.37063288842525655,0.2950490957178461,0.30330284063520596,0.5434916761074035,0.2978717099356559,0.2808270424663658,0.3296330409899121,0.12972515117365097,0.364405156810021,0.4798297128355772,0.6024716698110939,0.4467030491495329,0.38335559526580854,0.4667751697069643,0.4450343987560383,0.31693653205641026,0.40792059323130275,0.3730675998920452,0.37500770292760105,0.4010558973693705,0.46294260794039604,0.4095990499622768,0.5470923501307539,0.44834631950914317,0.4285323778125315,0.34769278314732704,0.22597389930456127,0.3473077707365889,0.29184957112555704,1.0,0.4690785353742913,0.3941027712240026,0.5625509642872633,0.3671908037250903,0.22531584211230488,0.3011772290990787,0.47477704325738934,0.41874528554118245,0.3211661938846712,0.48953716117927937,0.3042493235976472,0.5238615640916778,0.4102705170397474,0.40386774074171666,0.5030012610634368,0.4976178911547864,0.5429967758316532,0.19164238906217224,0.47604532352935003,0.3319905638021985,0.4537204429503008,0.5894771879091592,0.34252892496065196,0.2974005401540931,0.47220577240202155,0.42323859954747683,0.44684549325851153,0.4276569087444933,0.3123402317901819,0.33462482363204477,0.46857096128824305,0.43682617418003267,0.3613744018555991,0.5018024289135729,0.5681499706175561,0.2484048681895588,0.5153967598078552,0.5433800071037233,0.41811732317241274,0.10258667119014386,0.5679161875764035,0.49260477203686187,0.2659367954006549,0.445390087749732,0.6618273063582709,0.24187497882811207,0.3109726696017296,0.3265466931822648,0.48567860209390507,0.32080847759043246,0.5205378736649904,0.5126054329417805,0.2208684650137322,0.36653981712368633,0.4998422650524444,0.3502312909548313,0.29715390067133524,0.5968520107774219,0.16266812539408448,0.3106180049231163,0.4027275772886873,0.6902039778663807,0.28858127589041693,0.36174053489746216
TXN,0.4939999467227406,0.38284055251188,0.44465037108497396,0.3444964152164812,0.34868996936125324,0.35871198807462545,0.41219566659867096,0.4278074919896731,0.42942884513951,0.0689654207591323,0.07957201205914308,0.434209836024015,0.4169588216608712,0.12750659899797961,0.3601029512816488,0.36746259104961415,0.42707499104160546,0.23580556163470937,0.23154148458514198,0.07113867740177615,0.26040594433456293,0.33209467369798445,0.24826348964125744,0.28816507562994753,0.4908121638523735,0.397493355560876,0.35416061181020625,0.10304122443075771,0.16900514511815626,0.3933397895281717,0.28511489980260657,0.4690785353742913,1.0,0.4060592617942708,0.4169530100952508,0.4915840544205285,0.050359085721430906,0.2321573284591778,0.4732688135769238,0.4487369230405578,0.08219519780819629,0.4950323875187888,0.2173093854882696,0.524615486094467,0.2554336961904049,0.28889904210687734,0.6449744437018767,0.49730029274847787,0.5649991741819426,0.1428302756995673,0.3581052186105499,0.4174940050416556,0.3947803462542824,0.3575624725488976,0.40122691470209304,0.09761592266361288,0.3243525348624549,0.36134838808197756,0.4339104886287421,0.3486740326769019,-0.045718127798915584,0.4400634039839922,0.5312429341368966,0.4450319637568149,0.22076832618121958,0.4376258481931273,0.4078435456100952,0.03877453352363952,0.839285527815718,0.5094443404862024,0.4234077952973241,-0.0411667245613827,0.22085817643341912,0.28995143347989194,0.38738610443069055,0.5307591526253821,0.36623108155085665,0.049843810247537375,-0.04218173439560137,0.050604379001171186,0.4584370356723466,0.28335714429655273,0.5548430097087113,0.5507606385140664,0.15308435813973376,0.500479246456498,0.22811464365235953,0.05568749973920292,0.3191494349936374,0.36481238683651696,0.08129455253424497,0.04951757579996176,0.348703522585292,0.46656870943243,0.27209208736681056,0.40934918996301844
INTC,0.2996161716825276,0.2703823582581879,0.33891864452052034,0.20113666343193157,0.20838739355036945,0.37499728277269345,0.3314305500567588,0.258013370552134,0.26407256069429275,0.08434832351765703,0.07301813898209303,0.3372084800339866,0.2966333463853101,0.10759928801022278,0.2625893844849332,0.22248164611016055,0.3321459559877422,0.163228434124039,0.2030041164203398,0.10025795388983022,0.2149716306655829,0.16542082065022706,0.13227823665099372,0.3096879981961092,0.2876372062138362,0.2546550083660073,0.3267485638006316,0.04478199657557813,0.09291742234679379,0.25857394382075133,0.15936904402258006,0.3941027712240026,0.4060592617942708,1.0,0.341978130122313,0.3237598669378764,-0.034327037040195005,0.1517787636962294,0.34140103455606935,0.2992150420637872,0.10737879433357361,0.351623218922741,0.12019631364331038,0.3845383476861774,0.2385847059402026,0.2882449361091494,0.43382009680423855,0.36697944033717866,0.383061653303894,0.17993636233884575,0.2675679231699599,0.3033736196077094,0.23103000422024514,0.21455532208657563,0.2909945489763403,0.07449249668044759,0.27405192535251904,0.25648975843054383,0.2958754506868318,0.13072358199467388,0.011391328019178724,0.2677804105293089,0.3189794937839246,0.25671430541313495,0.2211357019868958,0.27268769338675486,0.3162434565143372,0.05654549146840226,0.4096480919658992,0.34367467223182707,0.27107947119849796,-0.06436536089706268,0.2266777226237812,0.2234996937153525,0.22966864951319743,0.3381000691464354,0.2900532512288348,0.06517335956060546,-0.021822880950042516,0.054644575142276365,0.3310857796382003,0.1942290791939065,0.37790134667809694,0.3526874017700938,0.16601591458405984,0.4221382959104562,0.1957131885273885,0.010377021139098313,0.2105846711439844,0.2678675624162245,0.12881371715332154,0.05835584990173144,0.19647397356704283,0.3312743238279475,0.25634444522201316,0.3057296849148224
HON,0.46391988314230254,0.3516525890189734,0.4239020455442445,0.2726106873838976,0.2760375002841911,0.5024278195472799,0.240302893982061,0.30788689977437,0.35345695916827974,0.10827845138604639,0.24588020779549785,0.4841750461647306,0.5827184377343398,0.3454162835101627,0.36726862161643276,0.414875602007453,0.3927900593497639,0.3134207276186627,0.3288924996950683,0.23260696217039112,0.2505189746335885,0.3873745567623922,0.38356746525448104,0.4476550308171239,0.5200691786156296,0.4933585614907569,0.4318465650512386,0.28212966988600247,0.33478606585641935,0.43441825149551544,0.25280878664908163,0.5625509642872633,0.4169530100952508,0.341978130122313,1.0,0.31722532383709645,0.03272148475032544,0.25328143187240565,0.6322355686102363,0.4426285102938869,0.2494296940549776,0.4976772962706582,0.3769005615551424,0.5043020448737909,0.3512006262933786,0.49439041934841943,0.4660935663335743,0.5083801726487174,0.5524532088809934,0.16734503862155944,0.42342674044953366,0.4135431680972293,0.44502105555097754,0.5518267396810567,0.3709849795962465,0.29954023045224987,0.4520780346998773,0.36663803052496824,0.4084948656152995,0.37991702103396713,0.1459263774710532,0.32120784865654173,0.46433955883370764,0.43346635492532753,0.29021154376447994,0.4272455174807705,0.5816442868429503,0.19488479337819192,0.5022296646716571,0.5810187298378433,0.46217057532762734,0.18923174334868645,0.438122991279375,0.4726581420490674,0.38133256063312587,0.4720751199720391,0.5880282211066836,0.2162957788552499,0.18442962949344432,0.2562273314032925,0.5139004930759896,0.3583921747774277,0.5615832488038854,0.5409807411032163,0.22864530519122178,0.2945785779982419,0.4113614860436569,0.28202297006647625,0.24130610190752622,0.4970581958605937,0.17583680040524785,0.20900504450914734,0.30492001490179355,0.5702957324060438,0.3862006570994751,0.3564466579288333
AMD,0.46269041056811644,0.5006674240681888,0.5273603638616724,0.47784417379002714,0.48306310731865537,0.22054363625767642,0.5797866675382041,0.45020119312218093,0.5121430257672398,0.03391954683020717,-0.0692445727234259,0.396570009937598,0.32245602234148707,-0.043779229400973584,0.32460385449948426,0.2259206547878227,0.3446525802857231,0.08190374337190659,0.0005597399971520485,-0.038322441489349574,0.06646819328225659,0.304220723016707,0.22136520904627743,0.28272381296360677,0.480443140801526,0.2801878960454933,0.30793554534239403,-0.02152799186185385,0.029459906945459472,0.3771016688161478,0.35551598322118755,0.3671908037250903,0.4915840544205285,0.3237598669378764,0.31722532383709645,1.0,-0.019383749366049047,0.13549479163258352,0.29053133377255047,0.33643352545954286,-0.14847917122973064,0.4684452802094562,0.2378522388647178,0.4967708587484345,0.12403862003161603,0.32439638861901476,0.5824132391934574,0.4691706907166783,0.5387041208955947,0.054218455764722444,0.33320225726597746,0.36856319465179543,0.20132387446735062,0.35963628534267905,0.4175245352539124,0.05948538787546478,0.348481422655785,0.31584535823556403,0.4157537578520316,0.18688198707601977,-0.15535679808524952,0.3980041524061635,0.4292723985925441,0.4350598662399706,0.11435353202503362,0.2931499399345932,0.30470080108462366,-0.1363171429608615,0.5751108543101044,0.46774206199096463,0.41586590526411304,-0.12258628185399073,0.14809723352662033,0.16763154655118215,0.23099211952170406,0.47072807874211575,0.26624289605157936,-0.0759902531752898,-0.1558463059935748,-0.06286253942880438,0.28708183377047586,0.19113165739041946,0.3592052945062759,0.3850399283758111,0.11493041149661262,0.525024885259225,0.061222956798254645,-0.09676677280787169,0.17957689051994935,0.22531493552871185,-0.00022349707416923403,-0.06654203749671865,0.36102506630255315,0.3847961295123813,0.239515616424137,0.5707309575735704
PM,0.04158359763937472,0.05066898362214408,-0.05207467656587698,-0.1080296447456921,-0.10550224913133407,0.18857439475427085,-0.060332445560166356,-0.03562085467391048,0.02636810246458952,-0.03303743480562232,0.23048666225707626,0.08483509118689098,0.15258285952116032,0.28274927872662853,0.08275454724728272,0.0417058905378238,0.04638652458192675,0.06275686973345179,0.1610422398784559,0.4105865410726796,0.21784558684744518,0.004018380984631834,0.21599759764945353,-0.1284487734650124,0.06418972095329276,-0.042580706272664304,0.005111489217750676,0.3435350827897379,0.027796763440727953,-0.05134532780318203,0.1725591248841317,0.22531584211230488,0.050359085721430906,-0.034327037040195005,0.03272148475032544,-0.019383749366049047,1.0,0.25602790173279283,0.022608946407790768,0.029287559530056947,0.15115146810132649,0.0558870517565376,0.19466750818193462,0.06092583468409211,0.06547724047419486,0.08485328808317534,0.000739187054972124,-0.05009630350622485,0.029967964933387527,0.04004762617336062,0.18396596597068882,0.01558578827581622,-0.001335122841121414,0.2198186511445805,0.08785471753915408,0.1575853600337098,0.08476932271064294,0.06306216466003285,0.06543769617392821,0.1628688331453131,0.31936196346361645,0.05550770713429623,0.1307727389412728,0.1383930258342615,0.12726877504670508,0.15494972225434225,0.14305917116899072,0.30497083741130293,0.04038458964715074,0.10876719103336414,-0.0026565438464178164,0.4578513719299473,0.2875164238888199,0.1368599389453739,-0.12114023426575506,0.09203467729128803,0.2161985045766258,0.09974047929314442,0.40614665287439594,0.36335402537651484,-0.04012340870298694,-0.03756722201818966,0.03621748004584264,0.019449322318328955,0.0586796362141682,-0.012614405031324051,0.2994343604308876,0.3005655850083795,0.019253463436324614,0.019175242091363398,0.10472377209814568,0.27987722165393086,0.1829959693704351,0.07682369531816567,0.18470890506328436,-0.1253126677964337
NEE,0.18167902855597803,0.025569648765093773,0.018057275072314305,-0.015162573873319415,-0.010444096793908866,0.2676605006927042,0.014789588167104049,0.014735937819095017,-0.009733350888934874,0.000844474812903044,0.3145081655180574,0.049362077092059836,0.24927108524968242,0.39159964940460373,0.24704985624279868,0.2750650465997861,0.21541838479823638,0.24912492103341144,0.4303187567329751,0.44559601750674527,0.30684455796849075,0.07741254942400952,0.13364643425098005,0.17591195426397715,0.09787914565491125,0.07604958944724878,0.19384260745586476,0.2968713138080414,0.24368165571756395,0.02609635498213538,0.012599813893947159,0.3011772290990787,0.2321573284591778,0.1517787636962294,0.25328143187240565,0.13549479163258352,0.25602790173279283,1.0,0.2937691710554402,0.026291551172374913,0.3687994315743648,0.11107592889920238,0.14822031895480617,0.0765854813020326,0.29947115235356775,0.23019986175962925,0.12138692159313266,0.11759861485057632,0.1229324069054538,0.03190625786631994,0.09862752899761956,0.20528700535788155,0.26824868445082795,0.23392576056428271,0.07932783856880345,0.21818131156006648,0.2133293108059601,0.05273175708930621,0.14351447699491257,0.3817086504821813,0.4553661205079028,-0.002531169600451375,0.10920060563718144,0.10124907933150533,0.14297197370140033,0.296947584845075,0.27994924329832627,0.2606206628741372,0.16472462547977756,0.20952659274059202,0.18686466915075461,0.31832885819193424,0.31799004225968935,0.3490928971480672,0.10221127527607653,0.08762202673879911,0.278971009467468,0.22641669197997635,0.5198282198782963,0.5848856661085312,0.16827891677699852,0.25508907608328557,0.16211128508020908,0.15115041742463808,0.1384273068679329,0.11557535704316452,0.44352480688013635,0.38010167371681514,0.13954979098307177,0.25327250168267135,0.12436723780631895,0.3920183543847259,0.23010663505233375,0.30155471369605197,0.15941875038359304,0.04553620079074289
UNP,0.47972315292125467,0.2529690418018445,0.3627603750949314,0.2515051466565401,0.25488916763317054,0.5284478197469265,0.21122068693164334,0.2679465052854305,0.3181157273281496,0.15291354433773832,0.24806016454350352,0.5831388617214806,0.529938524045876,0.29364519041602605,0.3950722961451791,0.499084440155752,0.4071703445557805,0.2908824880557272,0.3168225433179293,0.21156676536881544,0.2767207017690889,0.37483524987013017,0.31146565006654464,0.43574801880027897,0.5040024942825135,0.45977079909429863,0.4123822641001883,0.278851368721937,0.2793745821079347,0.37984165437044504,0.12018465850161099,0.47477704325738934,0.4732688135769238,0.34140103455606935,0.6322355686102363,0.29053133377255047,0.022608946407790768,0.2937691710554402,1.0,0.515734780044289,0.26969653028237933,0.577173673742564,0.3443264420063677,0.5848567527439887,0.32867344409488763,0.4668635386775966,0.48848907625723403,0.6206513838569139,0.6208731792728407,0.3193669743538407,0.3963127546355157,0.40607703152059427,0.5227595248630125,0.4609393297027622,0.3334056903361288,0.20653958187863958,0.46743059465504744,0.2922303541072512,0.3968664520932622,0.44712474543088193,0.07834335923592015,0.22265567535070754,0.3317627490486492,0.4495735185781923,0.2605938535798105,0.5491723922136479,0.4871525326764282,0.18192494265054332,0.5095690597269624,0.5414049182758708,0.4305312295343479,0.10685735027823332,0.36312035970460915,0.43358207494675727,0.365769419175791,0.5666157661021499,0.5084099011956876,0.2066564985690288,0.15579517780178156,0.2385166073048612,0.715565225703618,0.3564386070983439,0.6837053605516837,0.6396220076991361,0.19144899519195316,0.312062408791023,0.31933692582398593,0.18774063584375741,0.2979871713835724,0.48771235041033634,0.2613980333037238,0.18851139647248555,0.2883862657733914,0.4903939833978618,0.4704416054666218,0.33411741422484215
